CET-1CEST,M3.5.0,M10.5.0/3	946728000	2000-01-01T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	946814400	2000-01-02T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	946900800	2000-01-03T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	946987200	2000-01-04T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	947073600	2000-01-05T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	947160000	2000-01-06T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	947246400	2000-01-07T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	947332800	2000-01-08T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	947419200	2000-01-09T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	947505600	2000-01-10T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	947592000	2000-01-11T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	947678400	2000-01-12T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	947764800	2000-01-13T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	947851200	2000-01-14T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	947937600	2000-01-15T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	948024000	2000-01-16T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	948110400	2000-01-17T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	948196800	2000-01-18T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	948283200	2000-01-19T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	948369600	2000-01-20T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	948456000	2000-01-21T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	948542400	2000-01-22T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	948628800	2000-01-23T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	948715200	2000-01-24T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	948801600	2000-01-25T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	948888000	2000-01-26T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	948974400	2000-01-27T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	949060800	2000-01-28T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	949147200	2000-01-29T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	949233600	2000-01-30T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	949320000	2000-01-31T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	949406400	2000-02-01T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	949492800	2000-02-02T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	949579200	2000-02-03T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	949665600	2000-02-04T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	949752000	2000-02-05T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	949838400	2000-02-06T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	949924800	2000-02-07T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	950011200	2000-02-08T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	950097600	2000-02-09T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	950184000	2000-02-10T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	950270400	2000-02-11T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	950356800	2000-02-12T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	950443200	2000-02-13T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	950529600	2000-02-14T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	950616000	2000-02-15T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	950702400	2000-02-16T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	950788800	2000-02-17T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	950875200	2000-02-18T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	950961600	2000-02-19T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	951048000	2000-02-20T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	951134400	2000-02-21T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	951220800	2000-02-22T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	951307200	2000-02-23T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	951393600	2000-02-24T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	951480000	2000-02-25T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	951566400	2000-02-26T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	951652800	2000-02-27T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	951739200	2000-02-28T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	951825600	2000-02-29T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	951912000	2000-03-01T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	951998400	2000-03-02T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	952084800	2000-03-03T13:00:00+01:00
CET-1CEST,M3.5.0,M10.5.0/3	952171200	2000-03-04T13:00:00+01:00
